
CST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees,Shanghai
2016-7-26,28,27,25,26,24,24,100,89,84,1007,1005,1004,4,3,1,19,8,,67.06,7,Rain,160,Bombay
2016-7-27,28,26,23,25,24,23,94,90,74,1008,1006,1005,3,3,2,21,8,,3.05,7,Rain,202,Bombay
2016-7-28,30,27,23,26,24,23,100,89,68,1008,1007,1004,4,2,1,19,8,37,28.96,7,Rain-Thunderstorm,183,Bombay
2016-7-29,28,25,22,26,24,23,100,94,79,1008,1006,1004,3,2,1,16,6,32,59.94,8,Rain,209,Bombay
2016-7-30,29,26,23,26,25,24,100,89,77,1007,1005,1004,6,3,1,23,11,37,7.11,7,Rain-Thunderstorm,254,Bombay
2016-7-31,27,26,25,26,25,24,100,92,82,1008,1006,1005,3,2,1,24,14,34,105.92,8,Rain,258,Bombay
2016-8-1,28,26,23,26,25,24,100,91,79,1007,1005,1003,3,2,1,35,19,61,24.89,8,Rain,252,Bombay
2016-8-2,28,26,24,26,25,24,94,86,82,1005,1002,1000,4,3,1,34,23,48,10.92,8,Rain,241,Bombay
2016-8-3,29,27,25,26,25,24,100,85,75,1003,1002,1000,3,3,1,34,19,47,11.94,8,Rain,247,Bombay
2016-8-4,31,28,24,26,26,24,94,84,65,1005,1003,1001,4,3,1,29,21,45,1.02,7,Rain,249,Bombay
2016-8-5,28,26,24,27,26,24,100,91,80,1004,1002,1001,3,2,1,32,18,50,134.11,7,Rain,254,Bombay
2016-8-6,28,27,24,26,25,24,94,87,79,1005,1004,1002,4,2,1,37,21,55,10.92,7,Rain,243,Bombay
2016-8-7,31,28,25,26,25,24,89,81,66,1006,1005,1003,6,3,2,26,19,42,2.03,6,Rain,238,Bombay
2016-8-8,31,28,25,26,25,24,89,82,68,1007,1006,1004,6,3,2,29,19,48,2.03,6,Rain,234,Bombay
2016-8-9,31,28,26,26,25,24,94,82,65,1007,1006,1004,6,3,2,29,19,48,2.03,6,Rain,236,Bombay
2016-8-10,31,28,24,26,25,24,94,82,68,1007,1006,1004,5,3,1,34,21,53,0.76,6,Rain,235,Bombay
2016-8-11,30,27,24,26,25,24,94,84,65,1009,1008,1006,6,3,2,26,16,45,2.03,6,Rain,233,Bombay
2016-8-12,31,28,25,26,25,24,94,83,69,1009,1008,1007,4,3,2,29,18,37,1.02,6,Rain,247,Bombay
2016-8-13,31,28,26,26,25,24,94,81,68,1009,1007,1006,5,4,2,29,18,45,0.00,6,Rain,255,Bombay
2016-8-14,30,28,26,26,25,24,89,81,65,1008,1007,1005,4,3,2,32,19,42,3.05,6,Rain,245,Bombay
2016-8-15,31,28,26,26,25,24,89,80,63,1008,1007,1006,4,3,2,27,19,39,2.03,5,Rain,250,Bombay
2016-8-16,31,28,26,26,24,24,84,78,60,1007,1006,1005,4,3,2,29,19,39,0.00,6,Rain,244,Bombay
2016-8-17,32,29,26,25,24,23,89,79,61,1006,1005,1003,4,3,2,26,18,42,7.11,6,Rain,238,Bombay
2016-8-18,31,28,24,26,25,24,89,80,57,1006,1005,1003,4,3,2,23,14,40,0.00,5,Rain,249,Bombay
2016-8-19,31,28,26,26,24,24,89,79,63,1007,1005,1004,4,3,2,24,16,37,0.51,5,Rain,250,Bombay
2016-8-20,31,28,25,26,25,24,84,79,68,1007,1005,1003,3,3,2,24,14,37,1.02,6,Rain,236,Bombay
2016-8-21,31,28,26,26,25,24,84,80,67,1007,1005,1004,4,3,2,23,16,39,0.51,5,Rain,242,Bombay
2016-8-22,30,28,26,26,25,20,89,83,62,1007,1006,1005,3,3,1,23,16,37,7.87,5,Rain,256,Bombay
2016-8-23,29,27,23,26,25,24,94,86,72,1007,1006,1004,4,3,1,26,14,,7.87,6,Rain,263,Bombay
2016-8-24,31,28,24,26,25,24,94,84,65,1007,1005,1004,4,3,2,29,16,35,5.08,6,Rain,263,Bombay
2016-8-25,32,28,24,25,24,23,89,77,60,1008,1007,1006,5,3,2,24,14,32,0.00,6,Rain,253,Bombay
2016-8-26,28,26,24,25,24,24,100,89,73,1008,1007,1005,3,2,1,16,10,35,16.00,7,Rain,257,Bombay
2016-8-27,27,26,24,25,25,24,100,95,89,1009,1006,1004,2,2,1,14,6,34,20.07,8,Rain,199,Bombay
2016-8-28,28,26,23,27,25,24,100,92,79,1008,1006,1005,3,2,1,23,10,,39.88,7,Rain,204,Bombay
2016-8-29,31,28,25,26,25,24,94,84,68,1008,1006,1004,4,3,2,26,11,39,1.02,6,Rain,242,Bombay
2016-8-30,29,27,25,26,25,24,89,85,70,1007,1005,1004,4,3,2,24,11,,2.03,5,Rain,244,Bombay
2016-8-31,31,28,25,25,24,24,89,81,63,1008,1006,1004,8,4,2,24,11,,0.25,4,Rain,230,Bombay
2016-9-1,31,28,25,26,24,23,94,79,59,1008,1007,1005,7,4,2,26,13,39,4.06,3,Rain,226,Bombay
2016-9-2,30,28,25,25,24,23,95,83,66,1008,1007,1006,7,3,2,32,13,47,18.03,6,Rain,233,Bombay
2016-9-3,31,27,23,26,24,23,95,83,61,1009,1007,1006,5,3,2,23,10,35,0.76,6,Rain,235,Bombay
2016-9-4,31,28,24,25,24,23,94,75,57,1011,1010,1008,6,4,2,26,11,45,0.00,3,Rain,237,Bombay
2016-9-5,31,28,25,24,23,23,84,72,57,1012,1011,1009,5,4,2,23,14,39,0.00,3,,243,Bombay
2016-9-6,31,28,25,24,23,22,79,72,56,1012,1011,1009,5,4,2,24,13,37,0.00,3,,243,Bombay
2016-9-7,31,28,25,24,23,22,89,75,56,1011,1010,1008,4,3,2,27,14,42,5.08,4,Rain,235,Bombay
2016-9-8,31,28,24,25,23,23,91,76,57,1011,1010,1008,4,3,2,23,8,,0.00,5,Rain,224,Bombay
2016-9-9,31,28,24,24,24,22,94,80,57,1012,1011,1009,5,3,1,23,10,,26.92,4,Rain,106,Bombay
2016-9-10,31,27,22,26,24,22,94,80,61,1012,1010,1008,4,3,2,24,8,,0.00,5,Rain,238,Bombay
2016-9-11,31,28,24,26,24,21,94,79,58,1011,1009,1007,5,3,2,19,8,,2.03,5,Rain,237,Bombay
2016-9-12,32,28,23,25,24,23,89,78,60,1010,1008,1006,5,3,2,19,8,,0.00,4,Rain,192,Bombay
2016-9-13,30,27,23,25,24,23,89,80,64,1010,1008,1007,5,3,2,21,8,,1.02,5,Rain,171,Bombay
2016-9-14,31,28,24,25,24,24,89,77,61,1010,1008,1006,5,3,2,21,8,,0.00,6,Rain,266,Bombay
2016-9-15,27,26,25,26,25,24,100,90,74,1009,1007,1005,4,2,1,21,10,,80.01,7,Rain-Thunderstorm,242,Bombay
2016-9-16,29,26,23,26,25,23,94,89,83,1007,1005,1003,3,2,1,13,8,,8.89,7,Rain,332,Bombay
2016-9-17,29,26,23,26,25,23,100,91,79,1005,1004,1002,4,2,1,23,11,40,39.12,7,Rain-Thunderstorm,230,Bombay
2016-9-18,27,25,23,26,25,24,100,93,84,1008,1005,1003,3,2,1,37,13,45,35.05,8,Rain,260,Bombay
2016-9-19,29,26,23,25,24,24,100,87,74,1010,1008,1006,4,3,1,23,13,32,22.10,7,Rain,269,Bombay
2016-9-20,28,26,23,25,24,23,100,94,83,1010,1008,1007,3,2,1,23,10,37,131.06,7,Rain,252,Bombay
2016-9-21,27,24,22,25,24,24,100,94,89,1010,1008,1006,3,2,1,24,10,,68.07,8,Rain-Thunderstorm,291,Bombay
2016-9-22,28,26,23,26,25,23,100,89,79,1010,1008,1006,4,3,1,21,13,,29.97,7,Rain-Thunderstorm,298,Bombay
2016-9-23,28,26,24,27,26,24,100,92,84,1008,1006,1004,3,2,1,23,13,,90.93,8,Rain-Thunderstorm,310,Bombay
2016-9-24,29,26,23,26,25,23,100,87,74,1007,1005,1003,4,3,1,19,11,37,1.02,7,Rain-Thunderstorm,312,Bombay
2016-9-25,29,27,23,26,24,23,94,84,66,1008,1006,1004,5,3,2,21,11,,7.11,6,Rain-Thunderstorm,310,Bombay
2016-9-26,31,28,24,26,24,23,89,79,61,1010,1008,1007,6,4,2,23,10,,0.00,4,,306,Bombay
2016-9-27,29,27,25,26,25,24,94,83,68,1011,1009,1007,4,3,2,21,11,34,2.03,5,Rain,302,Bombay
2016-9-28,31,27,24,26,25,24,94,81,68,1010,1009,1007,4,3,2,24,10,40,0.00,4,,306,Bombay
2016-9-29,31,28,24,25,24,22,89,76,57,1010,1008,1006,6,4,2,24,10,,0.00,3,Rain,313,Bombay
2016-9-30,31,27,22,24,23,22,89,76,59,1010,1007,1005,6,4,2,24,8,34,0.00,2,,302,Bombay
2016-10-1,28,26,24,26,24,23,100,86,76,1009,1007,1006,4,3,1,19,10,,7.87,6,Rain,306,Bombay
2016-10-2,27,24,23,25,24,23,100,95,89,1011,1008,1007,3,2,1,19,10,,2.03,7,Rain-Thunderstorm,165,Bombay
2016-10-3,27,25,23,26,24,23,95,92,83,1009,1007,1005,4,3,2,14,8,,0.00,7,Rain-Thunderstorm,155,Bombay
2016-10-4,26,24,23,26,24,23,100,93,83,1009,1008,1006,4,2,1,21,11,34,37.08,7,Rain,186,Bombay
2016-10-5,28,26,22,25,24,22,100,89,78,1010,1009,1007,4,3,1,24,10,34,14.99,6,Rain,210,Bombay
2016-10-6,31,27,23,25,24,23,100,86,65,1011,1009,1007,4,3,2,23,10,,0.51,4,Rain,187,Bombay
2016-10-7,32,28,24,26,24,24,94,84,57,1011,1009,1007,5,4,2,23,10,,0.00,5,Rain,184,Bombay
2016-10-8,32,28,23,26,24,23,89,80,58,1011,1009,1007,5,4,2,21,11,,0.00,3,,172,Bombay
2016-10-9,31,27,23,26,25,23,89,82,63,1011,1009,1006,4,3,2,21,10,,0.00,4,,179,Bombay
2016-10-10,31,28,24,26,26,24,94,81,66,1011,1009,1007,4,3,2,23,8,,0.00,4,,276,Bombay
2016-10-11,32,28,24,26,24,23,94,79,56,1011,1009,1008,4,3,2,24,8,,0.00,3,,343,Bombay
2016-10-12,31,27,23,24,24,23,89,75,53,1011,1009,1008,8,3,2,19,10,,0.00,2,,337,Bombay
2016-10-13,33,28,22,24,22,15,84,71,32,1012,1010,1008,5,4,2,21,10,,0.00,2,,352,Bombay
2016-10-14,33,28,22,24,23,19,89,69,43,1012,1010,1008,4,3,2,19,10,,0.00,2,,320,Bombay
2016-10-15,33,27,21,25,23,19,84,69,43,1012,1010,1008,3,2,2,16,8,,0.00,2,,346,Bombay
2016-10-16,33,29,24,26,24,22,89,73,51,1013,1011,1009,3,2,1,21,8,,0.00,4,,327,Bombay
2016-10-17,34,29,24,26,23,20,86,66,46,1012,1010,1008,3,2,2,19,8,,0.00,5,,337,Bombay
2016-10-18,35,30,25,25,21,11,79,56,22,1011,1009,1007,4,2,2,19,8,,0.00,4,,31,Bombay
2016-10-19,35,29,22,24,19,14,74,49,28,1011,1009,1007,3,3,2,21,8,34,0.00,3,,27,Bombay
2016-10-20,35,28,21,21,19,13,83,52,28,1010,1008,1006,4,3,2,19,6,,0.00,2,,2,Bombay
2016-10-21,34,27,21,23,20,17,79,58,34,1011,1009,1007,4,3,2,19,8,,0.00,1,,346,Bombay
2016-10-22,33,28,23,24,22,19,83,68,35,1012,1010,1009,3,2,2,19,6,,0.00,1,,342,Bombay
2016-10-23,33,28,23,25,23,20,84,71,39,1013,1011,1009,3,2,1,23,8,,0.00,2,,346,Bombay
2016-10-24,33,28,23,24,22,17,86,69,38,1013,1011,1009,4,3,2,21,8,,0.00,1,,333,Bombay
2016-10-25,31,27,22,24,21,16,91,64,42,1013,1011,1008,4,3,2,21,10,,0.00,1,,343,Bombay
2016-10-26,33,26,18,22,19,15,81,59,43,1013,1011,1009,4,3,2,19,6,,0.00,1,,359,Bombay
2016-10-27,35,28,20,23,18,14,78,51,28,1015,1012,1009,6,3,2,26,6,,0.00,2,,75,Bombay
2016-10-28,35,27,19,21,16,9,77,45,20,1014,1011,1009,4,3,2,23,10,,0.00,1,,37,Bombay
2016-10-29,34,27,20,21,18,12,80,52,25,1013,1011,1009,3,3,2,19,8,,0.00,1,,62,Bombay
2016-10-30,34,26,18,20,16,10,83,48,24,1014,1011,1009,5,3,1,19,8,,0.00,1,,59,Bombay
2016-10-31,36,28,20,25,19,13,79,49,39,1015,1012,1011,4,3,2,23,10,,0.00,1,,60,Bombay
2016-11-1,35,29,22,22,17,11,67,42,23,1015,1012,1010,5,3,2,23,8,,0.00,1,,44,Bombay
2016-11-2,35,28,22,18,12,7,71,34,19,1014,1012,1010,5,3,2,21,13,,0.00,1,,57,Bombay
2016-11-3,35,28,20,20,14,8,72,40,16,1014,1012,1010,8,3,2,19,10,,0.00,1,,44,Bombay
2016-11-4,32,25,18,21,16,12,71,46,25,1013,1011,1008,5,3,2,21,8,,0.00,,,340,Bombay
2016-11-5,33,26,19,22,17,13,85,52,27,1011,1009,1007,4,3,2,19,8,,0.00,,,36,Bombay
2016-11-6,34,27,19,21,14,8,79,44,17,1013,1011,1009,4,3,2,21,8,,0.00,,,50,Bombay
2016-11-7,34,26,18,20,17,10,84,52,20,1015,1013,1011,4,3,2,24,8,,0.00,,,55,Bombay
2016-11-8,34,26,17,21,13,9,73,39,15,1016,1013,1011,4,3,2,19,6,,0.00,,,49,Bombay
2016-11-9,34,26,17,19,12,9,76,38,19,1016,1014,1012,4,3,2,19,6,,0.00,1,,70,Bombay
2016-11-10,34,25,16,17,13,8,70,41,20,1016,1013,1011,4,3,2,19,6,,0.00,,,122,Bombay
2016-11-11,35,26,16,16,12,4,78,41,10,1015,1012,1010,4,3,2,16,6,,0.00,,,83,Bombay
2016-11-12,34,26,17,17,13,8,75,42,14,1015,1012,1010,4,3,2,14,6,,0.00,,,76,Bombay
2016-11-13,34,27,19,19,14,10,70,43,18,1015,1013,1011,4,3,2,21,8,,0.00,1,,38,Bombay
2016-11-14,34,27,19,19,16,12,73,46,23,1015,1013,1011,3,3,2,16,6,,0.00,1,,15,Bombay
2016-11-15,34,27,19,22,19,17,83,57,34,1014,1012,1010,3,2,2,13,5,,0.00,,,11,Bombay
2016-11-16,36,29,22,23,21,19,80,59,37,1014,1012,1010,3,2,2,16,6,,0.00,,,53,Bombay
2016-11-17,36,29,23,22,18,10,76,50,21,1015,1013,1011,4,3,2,19,8,,0.00,1,,42,Bombay
2016-11-18,34,28,22,20,13,11,71,39,22,1014,1012,1009,4,3,2,21,11,,0.00,2,,59,Bombay
2016-11-19,35,28,20,20,14,10,69,43,21,1013,1010,1008,4,3,2,14,6,,0.00,2,,90,Bombay
2016-11-20,34,26,16,19,14,6,76,47,12,1013,1011,1009,5,3,2,16,6,,0.00,1,,97,Bombay
2016-11-21,36,26,16,18,14,5,83,45,13,1014,1011,1009,5,3,2,16,6,,0.00,1,,58,Bombay
2016-11-22,36,27,17,21,13,9,67,42,14,1013,1011,1009,3,3,2,16,6,,0.00,,,111,Bombay
2016-11-23,36,27,17,18,14,9,75,42,13,1013,1011,1009,3,3,2,13,6,,0.00,,,114,Bombay
2016-11-24,36,27,18,19,14,8,72,42,13,1013,1011,1009,4,3,2,19,6,,0.00,2,,73,Bombay
2016-11-25,35,27,18,18,13,5,65,40,14,1013,1011,1009,5,3,2,14,6,,0.00,1,,52,Bombay
2016-11-26,36,27,17,17,13,7,69,40,18,1014,1012,1010,4,3,2,16,6,,0.00,,,122,Bombay
2016-11-27,36,26,16,18,14,7,78,45,18,1015,1012,1009,4,3,2,21,6,,0.00,,,38,Bombay
2016-11-28,36,27,18,21,16,10,78,48,21,1014,1012,1009,3,3,2,19,5,,0.00,,,344,Bombay
2016-11-29,33,26,19,22,19,15,89,61,25,1014,1012,1011,3,2,1,16,5,,0.00,,,196,Bombay
2016-11-30,32,26,18,21,18,16,82,58,36,1016,1013,1011,3,2,2,14,3,,0.00,,,313,Bombay
2016-12-1,32,24,17,21,17,12,82,52,28,1015,1012,1010,3,2,1,14,3,,0.00,,,264,Bombay
2016-12-2,36,27,18,18,16,10,78,49,17,1015,1012,1009,3,2,2,19,6,,0.00,,,68,Bombay
2016-12-3,35,27,18,20,16,12,65,46,24,1015,1013,1011,3,2,2,16,8,,0.00,,,92,Bombay
2016-12-4,36,29,22,22,18,15,65,50,30,1017,1014,1012,4,3,2,21,10,,0.00,2,,48,Bombay
2016-12-5,36,30,23,21,19,18,70,54,34,1015,1013,1011,3,3,2,19,8,,0.00,1,,47,Bombay
2016-12-6,34,28,21,20,16,11,76,47,19,1015,1013,1011,4,3,2,19,6,,0.00,1,,52,Bombay
2016-12-7,34,26,17,18,13,9,69,44,16,1016,1013,1011,4,2,2,21,8,,0.00,,,105,Bombay
2016-12-8,34,26,17,16,13,8,70,42,16,1015,1013,1011,4,3,2,19,6,,0.00,,,94,Bombay
2016-12-9,33,25,17,18,15,10,78,51,25,1014,1012,1010,3,2,1,16,5,,0.00,1,,90,Bombay
2016-12-10,31,23,16,18,15,11,83,52,26,1014,1012,1010,3,2,1,16,5,,0.00,1,,331,Bombay
2016-12-11,31,23,15,19,14,8,81,50,16,1013,1011,1009,5,3,2,16,6,,0.00,1,,36,Bombay
2016-12-12,34,24,16,18,14,8,88,46,20,1013,1010,1009,4,2,1,16,6,,0.00,1,,334,Bombay
2016-12-13,35,26,16,16,14,8,77,43,19,1012,1010,1007,4,3,1,21,5,,0.00,1,,8,Bombay
2016-12-14,35,27,18,21,15,10,74,43,21,1013,1011,1009,4,3,2,19,6,,0.00,3,,64,Bombay
2016-12-15,36,29,22,21,19,18,73,55,38,1014,1012,1010,5,3,2,21,6,,0.00,2,,43,Bombay
2016-12-16,34,28,22,21,18,16,66,49,30,1015,1013,1011,4,3,2,19,6,,0.00,2,,33,Bombay
2016-12-17,35,28,21,24,17,13,63,45,30,1016,1014,1011,4,3,2,19,8,,0.00,,,51,Bombay
2016-12-18,33,26,18,18,13,9,56,37,24,1016,1014,1013,6,3,2,19,6,,0.00,1,,36,Bombay
2016-12-19,32,24,17,18,14,10,70,45,23,1017,1014,1012,4,3,2,19,6,,0.00,1,,324,Bombay
2016-12-20,34,26,18,19,14,11,78,45,21,1015,1013,1011,4,3,2,16,8,,0.00,1,,45,Bombay
2016-12-21,34,25,16,19,14,8,79,47,21,1017,1014,1012,4,3,2,19,5,,0.00,1,,39,Bombay
2016-12-22,33,24,16,19,15,11,81,51,18,1016,1014,1012,3,2,2,16,5,,0.00,1,,62,Bombay
2016-12-23,32,24,16,20,16,11,86,52,27,1015,1012,1010,4,2,2,19,5,,0.00,1,,317,Bombay
2016-12-24,31,23,16,19,16,12,82,56,31,1015,1010,1008,4,2,1,16,3,,0.00,,,310,Bombay
2016-12-25,32,24,16,20,17,10,96,61,26,1013,1011,1009,3,2,1,16,3,,0.00,,,318,Bombay
2016-12-26,33,24,16,19,15,10,87,51,21,1014,1012,1010,4,2,2,16,3,,0.00,,,15,Bombay
2016-12-27,32,23,15,19,13,9,80,44,26,1015,1012,1010,3,2,2,21,6,,0.00,,,17,Bombay
2016-12-28,34,26,17,16,11,5,59,38,17,1017,1012,1011,4,3,2,16,8,,0.00,,,85,Bombay
2016-12-29,34,25,16,16,12,7,68,40,17,1015,1013,1011,3,2,2,16,6,,0.00,,,62,Bombay
2016-12-30,35,26,16,17,13,8,76,43,14,1016,1013,1011,4,2,2,21,6,,0.00,,,74,Bombay
2016-12-31,33,24,17,19,16,12,82,53,26,1015,1013,1010,3,2,1,19,5,,0.00,,,247,Bombay
2017-1-1,31,23,16,18,16,11,83,53,27,1015,1013,1011,3,2,1,16,5,,0.00,,,309,Bombay
2017-1-2,33,24,16,19,16,7,88,55,20,1016,1014,1012,3,2,1,16,3,,0.00,,,350,Bombay
2017-1-3,33,24,15,18,12,7,86,41,20,1016,1014,1012,3,2,2,16,6,,0.00,1,,81,Bombay
2017-1-4,32,23,14,18,13,6,91,47,21,1016,1013,1012,3,2,1,16,6,,0.00,1,,307,Bombay
2017-1-5,31,23,14,19,14,10,77,53,28,1015,1013,1011,3,2,1,16,5,,0.00,,,333,Bombay
2017-1-6,28,21,14,20,17,10,90,62,33,1015,1012,1011,4,2,1,24,6,,0.00,,,301,Bombay
2017-1-7,28,22,16,20,18,15,85,67,46,1014,1011,1009,5,2,1,21,6,,0.00,2,,342,Bombay
2017-1-8,29,23,17,19,17,13,85,64,40,1013,1010,1008,4,2,1,23,6,,0.00,1,,23,Bombay
2017-1-9,28,22,17,17,14,12,77,53,30,1013,1011,1009,4,3,2,23,6,,0.00,2,,350,Bombay
2017-1-10,28,21,13,15,12,9,71,48,27,1015,1013,1011,4,3,2,23,6,,0.00,,,332,Bombay
2017-1-11,28,20,12,15,12,6,86,53,24,1016,1013,1011,4,2,1,19,6,,0.00,,,346,Bombay
2017-1-12,29,20,12,15,11,5,78,50,18,1014,1012,1010,4,3,2,19,8,,0.00,,,343,Bombay
2017-1-13,31,22,13,16,13,8,83,52,24,1014,1011,1009,4,2,2,21,5,,0.00,,,38,Bombay
2017-1-14,32,24,16,21,16,12,82,57,26,1015,1012,1010,3,2,2,21,10,,0.00,,,136,Bombay
2017-1-15,33,26,18,21,19,15,91,67,34,1016,1014,1012,3,2,1,19,6,,0.00,2,,42,Bombay
2017-1-16,30,23,17,20,18,15,88,62,36,1017,1015,1013,3,2,1,14,3,,0.00,,,319,Bombay
2017-1-17,29,23,16,18,15,12,86,56,35,1017,1014,1012,4,2,1,16,6,,0.00,2,,347,Bombay
2017-1-18,29,22,15,17,14,11,72,51,31,1017,1014,1011,3,2,1,16,6,,0.00,,,341,Bombay
2017-1-19,33,24,17,18,15,11,81,52,26,1017,1015,1012,3,2,2,19,6,,0.00,1,,26,Bombay
2017-1-20,32,24,17,16,14,11,78,48,23,1018,1015,1012,3,2,1,21,5,,0.00,2,,16,Bombay
2017-1-21,32,24,16,17,14,12,75,45,25,1017,1015,1013,3,2,2,16,6,,0.00,1,,57,Bombay
2017-1-22,34,26,18,17,14,12,64,40,24,1018,1015,1013,4,3,2,19,6,,0.00,,,12,Bombay
2017-1-23,36,27,18,17,13,9,71,40,19,1017,1015,1013,4,2,1,19,6,,0.00,1,,85,Bombay
2017-1-24,36,27,19,17,14,12,60,40,23,1016,1014,1012,3,2,2,21,5,,0.00,,,70,Bombay
2017-1-25,34,27,19,16,14,11,66,41,24,1017,1014,1012,3,2,1,19,5,,0.00,1,,56,Bombay
2017-1-26,32,26,18,18,14,12,65,44,24,1016,1014,1012,4,3,2,23,8,,0.00,,,343,Bombay
2017-1-27,31,23,16,16,13,9,70,47,21,1017,1014,1013,6,4,2,21,10,,0.00,1,,348,Bombay
2017-1-28,36,26,17,16,11,8,70,36,12,1016,1013,1011,5,3,2,24,10,,0.00,,,63,Bombay
2017-1-29,34,26,17,16,12,10,59,36,23,1016,1013,1012,4,3,2,19,8,,0.00,,,52,Bombay
2017-1-30,33,26,17,18,13,10,66,39,21,1015,1013,1011,4,3,2,19,6,,0.00,,,284,Bombay
2017-1-31,32,24,17,17,14,9,77,43,28,1015,1012,1010,3,2,2,19,5,,0.00,,,322,Bombay
2017-2-1,32,24,16,19,13,7,71,43,18,1014,1012,1010,3,2,2,16,5,,0.00,,,294,Bombay
2015-1-1,30,26,22,22,19,18,89,67,44,1015,1013,1010,23,11,4,39,18,48,0.00,3,Rain,35,Sydney
2015-1-2,26,23,21,22,21,18,100,85,68,1020,1017,1015,23,10,8,35,23,48,0.00,6,Rain,175,Sydney
2015-1-3,31,27,23,22,21,18,94,71,41,1020,1017,1015,31,12,10,48,19,61,0.00,2,,35,Sydney
2015-1-4,33,27,22,21,20,18,88,68,39,1019,1015,1011,31,13,10,53,26,69,0.00,3,,51,Sydney
2015-1-5,25,23,21,21,19,17,94,78,56,1020,1019,1017,26,11,10,35,26,,0.00,6,,165,Sydney
2015-1-6,28,24,21,21,20,17,94,77,42,1021,1020,1018,31,12,10,24,16,,0.00,4,,144,Sydney
2015-1-7,31,27,22,21,18,12,94,61,22,1021,1018,1016,31,13,10,42,14,,0.00,3,,50,Sydney
2015-1-8,31,26,21,19,17,14,73,58,32,1018,1013,1009,31,16,10,52,23,71,0.00,2,,25,Sydney
2015-1-9,32,27,22,21,19,18,83,64,36,1011,1009,1006,26,16,10,42,21,58,0.25,1,Rain-Thunderstorm,40,Sydney
2015-1-10,28,24,21,22,21,19,100,80,51,1014,1010,1007,31,11,5,47,16,63,5.08,6,Rain-Thunderstorm,120,Sydney
2015-1-11,22,21,20,21,20,19,94,92,84,1014,1012,1010,26,10,6,34,26,48,3.05,6,Rain,174,Sydney
2015-1-12,23,21,20,20,19,17,94,82,69,1015,1013,1012,26,11,8,40,32,61,1.02,6,Rain,184,Sydney
2015-1-13,27,23,19,21,19,18,100,80,54,1012,1007,1001,26,11,4,40,21,60,0.25,6,Rain,21,Sydney
2015-1-14,34,28,23,23,17,13,94,54,19,1001,998,996,31,14,10,45,23,53,0.25,4,Rain,300,Sydney
2015-1-15,26,23,22,19,16,13,73,56,40,1007,1004,1000,31,13,10,32,23,,0.00,2,,178,Sydney
2015-1-16,28,24,21,19,18,17,88,64,41,1009,1006,1004,31,14,10,27,14,,0.00,4,,98,Sydney
2015-1-17,35,28,21,21,12,5,88,40,9,1010,1007,1005,31,19,10,34,16,50,0.00,1,,295,Sydney
2015-1-18,27,24,21,21,18,17,88,70,49,1013,1011,1009,26,11,10,29,24,,0.00,4,,163,Sydney
2015-1-19,23,21,20,18,15,12,83,65,45,1017,1014,1012,26,11,8,35,27,,0.00,6,Rain,159,Sydney
2015-1-20,26,22,18,19,17,14,94,72,40,1016,1013,1009,26,11,5,37,18,,0.00,5,Rain,49,Sydney
2015-1-21,28,23,19,21,19,17,94,70,41,1014,1011,1009,26,11,4,35,19,37,0.25,3,Rain-Thunderstorm,71,Sydney
2015-1-22,28,26,22,21,19,17,88,66,43,1014,1012,1010,26,12,10,35,16,,0.00,2,,47,Sydney
2015-1-23,31,27,23,21,20,19,83,66,41,1011,1008,1005,31,13,10,47,21,55,0.00,3,,27,Sydney
2015-1-24,31,27,23,22,19,16,89,62,30,1008,1006,1003,31,14,10,39,26,,0.00,2,Rain-Thunderstorm,31,Sydney
2015-1-25,35,28,21,22,19,15,89,64,23,1009,1003,1001,31,15,10,50,18,69,0.00,2,Rain,304,Sydney
2015-1-26,22,21,19,19,18,17,95,85,71,1015,1012,1009,26,9,3,34,27,53,3.05,7,Rain,182,Sydney
2015-1-27,20,19,18,19,18,16,100,92,82,1014,1012,1011,18,8,1,27,18,,11.94,6,Rain,139,Sydney
2015-1-28,21,19,17,18,16,13,94,81,59,1014,1013,1011,26,9,4,39,23,52,5.08,6,Rain,182,Sydney
2015-1-29,21,18,15,14,11,9,77,58,40,1013,1011,1010,31,12,10,48,35,64,0.00,2,,203,Sydney
2015-1-30,25,19,14,16,11,7,73,54,22,1011,1008,1005,31,13,10,35,23,,0.00,3,,221,Sydney
2015-1-31,25,21,17,15,12,9,77,53,28,1009,1007,1005,26,12,10,24,14,,0.00,2,,178,Sydney
2015-2-1,24,22,19,18,16,15,83,69,48,1012,1009,1007,31,13,10,32,16,,0.00,5,Rain,189,Sydney
2015-2-2,22,21,19,17,16,12,83,68,47,1020,1015,1011,31,12,10,52,32,55,0.00,3,Rain-Thunderstorm,187,Sydney
2015-2-3,23,21,20,16,13,11,73,56,37,1020,1018,1016,31,13,10,35,27,,0.00,3,Rain,167,Sydney
2015-2-4,23,20,17,18,15,13,94,66,49,1019,1016,1014,31,13,8,37,16,55,0.00,5,Rain,214,Sydney
